,State_,City_ID,City,Lat,Long
213,AK,214,Tununak,60.539322,-165.097464
214,AK,215,Two Rivers,64.871944,-147.038056
215,AK,216,Tyonek,61.117929,-151.348495
216,AK,217,Unalakleet,63.883478,-160.788365
217,AK,218,Unalaska,53.887114,-166.519855
218,AK,219,Valdez,60.895044,-146.195628
219,AK,220,Venetie,67.010446,-146.413723
220,AK,221,Wainwright,70.620064,-160.012532
221,AK,222,Wales,65.688212,-168.520521
222,AK,223,Ward Cove,55.408333,-131.725
223,AK,224,Wasilla,61.5814,-149.4394
224,AK,225,White Mountain,64.702791,-163.42185
225,AK,226,Whittier,60.775,-148.683333
226,AK,227,Willow,61.771511,-150.188891
227,AK,228,Wrangell,56.433524,-132.352918
228,AK,229,Yakutat,59.620211,-139.778858
229,AL,230,Abbeville,31.575479,-85.279044
230,AL,231,Abernant,33.290278,-87.198056
231,AL,232,Adamsville,33.588437,-86.959727
232,AL,233,Addison,34.205571,-87.194766
233,AL,234,Adger,33.434277,-87.167455
234,AL,235,Akron,32.872354,-87.708558
235,AL,236,Alabaster,33.236868,-86.812861
236,AL,237,Alberta,32.144889,-87.342503
237,AL,238,Albertville,34.273859,-86.206447
238,AL,239,Alexander City,32.941445,-85.951086
239,AL,240,Alexandria,33.780785,-85.892447
240,AL,241,Aliceville,33.122813,-88.166689
241,AL,242,Allgood,33.911944,-86.509444
242,AL,243,Alma,31.463889,-87.753889
243,AL,244,Alpine,33.331165,-86.208934
244,AL,245,Alton,33.579167,-86.6375
245,AL,246,Altoona,34.042916,-86.350879
246,AL,247,Andalusia,31.297142,-86.490468
247,AL,248,Anderson,34.951777,-87.272327
248,AL,249,Annemanie,32.052778,-87.570833
249,AL,250,Anniston,33.653896,-85.838152
250,AL,251,Arab,34.328339,-86.489638
251,AL,252,Ardmore,34.980447,-86.834612
252,AL,253,Ariton,31.582996,-85.707716
253,AL,254,Arley,34.063234,-87.182761
254,AL,255,Arlington,32.066784,-87.559691
255,AL,256,Ashford,31.1888,-85.253488
256,AL,257,Ashland,33.247363,-85.828976
257,AL,258,Ashville,33.837366,-86.255167
258,AL,259,Athens,34.803604,-86.970733
259,AL,260,Atmore,31.057245,-87.487347
260,AL,261,Attalla,34.029597,-86.096717
261,AL,262,Auburn,32.602043,-85.489001
262,AL,263,Auburn University,32.601,-85.4882
263,AL,264,Autaugaville,32.462462,-86.714938
264,AL,265,Axis,31.006817,-88.04274
265,AL,266,Baileyton,34.268298,-86.621299
266,AL,267,Banks,31.836792,-85.799844
267,AL,268,Bankston,33.70083,-87.68965
268,AL,269,Bay Minette,30.86354,-87.76444
269,AL,270,Bayou La Batre,30.407983,-88.250697
270,AL,271,Bear Creek,34.213469,-87.686083
271,AL,272,Beatrice,31.727324,-87.171912
272,AL,273,Beaverton,33.942877,-88.01567
273,AL,274,Belk,33.6475,-87.931389
274,AL,275,Bellamy,32.448889,-88.133611
275,AL,276,Belle Mina,34.656667,-86.879167
276,AL,277,Bellwood,31.173056,-85.793333
277,AL,278,Berry,33.694485,-87.622563
278,AL,279,Bessemer,33.409002,-86.947547
279,AL,280,Billingsley,32.610578,-86.716301
280,AL,281,Birmingham,33.519,-86.8014
281,AL,282,Birmingham,33.401559,-86.705511
282,AL,283,Black,31.01318,-85.745634
283,AL,284,Blountsville,34.092937,-86.568628
284,AL,285,Boaz,34.173889,-86.121111
285,AL,286,Boaz,34.173686,-86.148003
286,AL,287,Boligee,32.774646,-88.026652
287,AL,288,Bon Air,33.263611,-86.335556
288,AL,289,Bon Secour,30.328883,-87.721355
289,AL,290,Booth,32.500278,-86.571944
290,AL,291,Boykin,32.077778,-87.281389
291,AL,292,Brantley,31.570963,-86.274343
292,AL,293,Bremen,33.973664,-87.004281
293,AL,294,Brent,32.93567,-87.211387
294,AL,295,Brewton,31.118926,-87.067325
295,AL,296,Bridgeport,34.944638,-85.727681
296,AL,297,Brierfield,33.042747,-86.951672
297,AL,298,Brilliant,34.037702,-87.756315
298,AL,299,Brooklyn,31.2625,-86.771111
299,AL,300,Brookside,33.637778,-86.916667
300,AL,301,Brookwood,33.277523,-87.309025
301,AL,302,Brownsboro,34.716733,-86.468703
302,AL,303,Brundidge,31.701324,-85.817668
303,AL,304,Bryant,34.945026,-85.632445
304,AL,305,Bucks,31.010278,-88.024167
305,AL,306,Buhl,33.249448,-87.718886
306,AL,307,Burnt Corn,31.458009,-86.925771
307,AL,308,Burnwell,33.707778,-87.0875
308,AL,309,Butler,32.082906,-88.206391
309,AL,310,Bynum,33.613056,-85.961111
310,AL,311,Calera,33.1098,-86.755987
311,AL,312,Calvert,31.160556,-88.031111
312,AL,313,Camden,32.004732,-87.295049
313,AL,314,Camp Hill,32.782749,-85.64738
314,AL,315,Campbell,31.963512,-88.006072
315,AL,316,Capshaw,34.773056,-86.792778
316,AL,317,Carbon Hill,33.909252,-87.540328
317,AL,318,Cardiff,33.645556,-86.933611
318,AL,319,Carlton,31.322449,-87.837793
319,AL,320,Carrollton,33.248506,-88.132122
320,AL,321,Castleberry,31.326113,-87.026754
321,AL,322,Catherine,32.182,-87.483623
322,AL,323,Cecil,32.300891,-86.011241
323,AL,324,Cedar Bluff,34.241662,-85.602567
324,AL,325,Centre,34.111592,-85.609229
325,AL,326,Centreville,32.950324,-87.11924
326,AL,327,Chancellor,31.173379,-85.910897
327,AL,328,Chapman,31.671111,-86.712222
328,AL,329,Chatom,31.487638,-88.269887
329,AL,330,Chelsea,33.371582,-86.614132
330,AL,331,Cherokee,34.744188,-87.972445
331,AL,332,Childersburg,33.266928,-86.337622
332,AL,333,Choccolocco,33.659167,-85.703611
333,AL,334,Chunchula,30.991178,-88.131126
334,AL,335,Citronelle,31.042533,-88.254949
335,AL,336,Clanton,32.835532,-86.642472
336,AL,337,Clay,33.7025,-86.599722
337,AL,338,Clayton,31.887413,-85.450932
338,AL,339,Cleveland,33.992106,-86.559355
339,AL,340,Clinton,32.913611,-87.9925
340,AL,341,Clio,31.68521,-85.590419
341,AL,342,Clopton,31.602843,-85.482308
342,AL,343,Cloverdale,34.938611,-87.771389
343,AL,344,Coaling,33.158889,-87.340833
344,AL,345,Coden,30.418834,-88.168276
345,AL,346,Coffee Springs,31.138758,-85.918224
346,AL,347,Coffeeville,31.78428,-88.071542
347,AL,348,Coker,33.252612,-87.636528
348,AL,349,Collinsville,34.267957,-85.861969
349,AL,350,Columbia,31.335235,-85.145488
350,AL,351,Columbiana,33.176964,-86.616145
351,AL,352,Cook Springs,33.589722,-86.361944
352,AL,353,Coosada,32.496667,-86.331667
353,AL,354,Cordova,33.768033,-87.18406
354,AL,355,Cottondale,33.176667,-87.387051
355,AL,356,Cottonton,32.146667,-85.073889
356,AL,357,Cottonwood,31.098934,-85.375665
357,AL,358,Courtland,34.671866,-87.314255
358,AL,359,Cowarts,31.2,-85.304722
359,AL,360,Coy,31.888851,-87.392558
360,AL,361,Cragford,33.217148,-85.710797
361,AL,362,Crane Hill,34.082117,-87.048395
362,AL,363,Creola,30.901267,-88.017414
363,AL,364,Cropwell,33.506448,-86.280026
364,AL,365,Crossville,34.258784,-86.030575
365,AL,366,Cuba,32.410973,-88.361083
366,AL,367,Cullman,34.176146,-86.829777
367,AL,368,Cusseta,32.803194,-85.215791
368,AL,369,Dadeville,32.82239,-85.770395
369,AL,370,Daleville,31.281091,-85.730473
370,AL,371,Danville,34.452189,-87.053187
371,AL,372,Daphne,30.61972,-87.889522
372,AL,373,Dauphin Island,30.252057,-88.109644
373,AL,374,Daviston,33.033471,-85.753831
374,AL,375,Dawson,34.356838,-85.929161
375,AL,376,De Armanville,33.626389,-85.751389
376,AL,377,Deatsville,32.613405,-86.338211
377,AL,378,Decatur,34.589599,-86.98868
378,AL,379,Deer Park,31.184892,-88.32731
379,AL,380,Delmar,34.17,-87.605833
380,AL,381,Delta,33.457303,-85.679279
381,AL,382,Demopolis,32.490792,-87.839669
382,AL,383,Detroit,34.010874,-88.16063
383,AL,384,Dickinson,31.717167,-87.656929
384,AL,385,Dixons Mills,32.067209,-87.745356
385,AL,386,Docena,33.559444,-86.931111
386,AL,387,Dolomite,33.465424,-86.956435
387,AL,388,Dora,33.734947,-87.040148
388,AL,389,Dothan,31.202888,-85.418036
389,AL,390,Double Springs,34.138682,-87.397431
390,AL,391,Douglas,34.173611,-86.323611
391,AL,392,Dozier,31.506614,-86.366315
392,AL,393,Duncanville,33.082815,-87.494977
393,AL,394,Dutton,34.604558,-85.906729
394,AL,395,East Tallassee,32.607222,-85.808056
395,AL,396,Eastaboga,33.603132,-85.96075
396,AL,397,Echola,33.316559,-87.807202
397,AL,398,Eclectic,32.65419,-86.031614
398,AL,399,Edwardsville,33.707222,-85.509167
399,AL,400,Eight Mile,30.795074,-88.182311
400,AL,401,Elba,31.41373,-86.077728
401,AL,402,Elberta,30.394239,-87.58896
402,AL,403,Eldridge,33.931546,-87.619397
403,AL,404,Elkmont,34.915241,-86.910452
404,AL,405,Elmore,32.545378,-86.316134
405,AL,406,Elrod,33.343678,-87.801429
406,AL,407,Emelle,32.754963,-88.305747
407,AL,408,Empire,33.825589,-87.016139
408,AL,409,Enterprise,31.340789,-85.842111
409,AL,410,Epes,32.763371,-88.161443
410,AL,411,Equality,32.813908,-86.105064
411,AL,412,Estillfork,34.913017,-86.171571
412,AL,413,Ethelsville,33.386816,-88.221987
413,AL,414,Eufaula,31.905063,-85.165605
414,AL,415,Eutaw,32.888871,-87.930297
415,AL,416,Eva,34.347778,-86.704427
416,AL,417,Excel,31.427778,-87.341389
417,AL,418,Fackler,34.82589,-85.984648
418,AL,419,Fairfield,33.473494,-86.918262
419,AL,420,Fairhope,30.50116,-87.883546
420,AL,421,Falkville,34.347653,-86.913086
421,AL,422,Faunsdale,32.423259,-87.618079
422,AL,423,Fayette,33.697397,-87.834647
423,AL,424,Fitzpatrick,32.151607,-85.888329
424,AL,425,Five Points,33.042408,-85.324264
425,AL,426,Flat Rock,34.807598,-85.708372
426,AL,427,Flomaton,31.040233,-87.266365
427,AL,428,Florala,31.017194,-86.338528
428,AL,429,Florence,34.830547,-87.655985
429,AL,430,Foley,30.400664,-87.685737
430,AL,431,Forest Home,31.85318,-86.786377
431,AL,432,Forkland,32.644661,-87.881676
432,AL,433,Fort Davis,32.28945,-85.700688
433,AL,434,Fort Deposit,31.995979,-86.576142
434,AL,435,Fort Mitchell,32.341389,-85.021667
435,AL,436,Fort Payne,34.436792,-85.712394
436,AL,437,Fort Rucker,31.348011,-85.721374
437,AL,438,Fosters,33.135859,-87.735688
438,AL,439,Franklin,31.723815,-87.441237
439,AL,440,Frankville,31.64684,-88.133185
440,AL,441,Frisco City,31.423478,-87.381744
441,AL,442,Fruitdale,31.348843,-88.376597
442,AL,443,Fruithurst,33.771732,-85.43814
443,AL,444,Fulton,31.790947,-87.708065
444,AL,445,Fultondale,33.611283,-86.813614
445,AL,446,Furman,32.006667,-86.966944
446,AL,447,Fyffe,34.437284,-85.928849
447,AL,448,Gadsden,33.997248,-86.010279
448,AL,449,Gainestown,31.425822,-87.682176
449,AL,450,Gainesville,32.908364,-88.271558
450,AL,451,Gallant,33.997586,-86.234606
451,AL,452,Gallion,32.529771,-87.698542
452,AL,453,Gantt,31.416909,-86.419836
453,AL,454,Garden City,34.014444,-86.746944
454,AL,455,Gardendale,33.71891,-86.822481
455,AL,456,Gaylesville,34.357324,-85.558893
456,AL,457,Geneva,31.041445,-85.884748
457,AL,458,Georgiana,31.628662,-86.733965
458,AL,459,Geraldine,34.343864,-86.040393
459,AL,460,Gilbertown,31.866602,-88.326514
460,AL,461,Glen Allen,33.899444,-87.730278
461,AL,462,Glenwood,31.664143,-86.170972
462,AL,463,Goodsprings,33.668889,-87.231667
463,AL,464,Goodwater,33.074642,-86.078149
464,AL,465,Goodway,31.336667,-87.425833
465,AL,466,Gordo,33.346917,-87.900504
466,AL,467,Gordon,31.10019,-85.123412
467,AL,468,Goshen,31.82497,-86.104851
468,AL,469,Grady,32.019397,-86.129246
469,AL,470,Graham,33.462976,-85.334034
470,AL,471,Grand Bay,30.498288,-88.32825
471,AL,472,Grant,34.495902,-86.259041
472,AL,473,Graysville,33.63356,-86.948221
473,AL,474,Green Pond,33.225,-87.126389
474,AL,475,Greensboro,32.716721,-87.590494
475,AL,476,Greenville,31.810036,-86.622919
476,AL,477,Grove Hill,31.675502,-87.763571
477,AL,478,Groveoak,34.435874,-86.040023
478,AL,479,Guin,33.967624,-87.90238
479,AL,480,Gulf Shores,30.268954,-87.712795
480,AL,481,Guntersville,34.32193,-86.305463
481,AL,482,Gurley,34.713964,-86.394028
482,AL,483,Hackleburg,34.267803,-87.860762
483,AL,484,Haleyville,34.231423,-87.593811
484,AL,485,Hamilton,34.153413,-88.008521
485,AL,486,Hanceville,34.051569,-86.784844
486,AL,487,Hardaway,32.312939,-85.883837
487,AL,488,Harpersville,33.36746,-86.429441
488,AL,489,Hartford,31.08598,-85.719204
489,AL,490,Hartselle,34.448206,-86.924235
490,AL,491,Harvest,34.82732,-86.749929
491,AL,492,Hatchechubbee,32.284531,-85.302882
492,AL,493,Hayden,33.885806,-86.81767
493,AL,494,Hayneville,32.195707,-86.654994
494,AL,495,Hazel Green,34.949627,-86.593484
495,AL,496,Headland,31.353406,-85.332277
496,AL,497,Heflin,33.611515,-85.588471
497,AL,498,Helena,33.316978,-86.813786
498,AL,499,Henagar,34.618604,-85.727381
499,AL,500,Higdon,34.873247,-85.622507
500,AL,501,Highland Home,31.928292,-86.297111
501,AL,502,Hillsboro,34.64763,-87.180379
502,AL,503,Hodges,34.341664,-87.959023
503,AL,504,Hollins,33.1175,-86.144444
504,AL,505,Holly Pond,34.190085,-86.617441
505,AL,506,Hollytree,34.798979,-86.233627
506,AL,507,Hollywood,34.730428,-85.953173
507,AL,508,Holy Trinity,32.222222,-85.005278
508,AL,509,Honoraville,31.878397,-86.398064
509,AL,510,Hope Hull,32.224256,-86.393189
510,AL,511,Horton,34.190033,-86.317318
511,AL,512,Houston,34.118042,-87.26183
512,AL,513,Huntsville,34.726866,-86.567318
513,AL,514,Hurtsboro,32.245429,-85.395903
514,AL,515,Huxford,31.22,-87.461944
515,AL,516,Ider,34.735059,-85.641577
516,AL,517,Irvington,30.480241,-88.239563
517,AL,518,Jachin,32.244174,-88.233356
518,AL,519,Jack,31.552392,-86.043083
519,AL,520,Jackson,31.513098,-87.867192
520,AL,521,Jacksons Gap,32.879698,-85.848662
521,AL,522,Jacksonville,33.830966,-85.77518
522,AL,523,Jasper,33.871672,-87.249144
523,AL,524,Jefferson,32.386667,-87.898056
524,AL,525,Jemison,32.980539,-86.718052
525,AL,526,Jones,32.608515,-86.889266
526,AL,527,Joppa,34.283739,-86.551939
527,AL,528,Kansas,33.901667,-87.551944
528,AL,529,Kellerman,33.340556,-87.304722
529,AL,530,Kellyton,32.979068,-86.048397
530,AL,531,Kennedy,33.574964,-88.05172
531,AL,532,Kent,32.618889,-85.948611
532,AL,533,Killen,34.901632,-87.508185
533,AL,534,Kimberly,33.768355,-86.808417
534,AL,535,Kinston,31.262118,-86.069532
535,AL,536,Knoxville,32.982423,-87.791855
536,AL,537,Laceys Spring,34.499647,-86.612869
537,AL,538,Lafayette,32.925237,-85.442563
538,AL,539,Lanett,32.861609,-85.21608
539,AL,540,Langston,34.497831,-86.10563
540,AL,541,Lapine,31.985423,-86.278534
541,AL,542,Lawley,32.864558,-86.956708
542,AL,543,Leeds,33.528333,-86.574824
543,AL,544,Leesburg,34.191083,-85.77051
544,AL,545,Leighton,34.710982,-87.522133
545,AL,546,Lenox,31.327261,-87.19671
546,AL,547,Leroy,31.491021,-87.968672
547,AL,548,Lester,34.918364,-87.143396
548,AL,549,Letohatchee,32.086199,-86.488013
549,AL,550,Lexington,34.955924,-87.393519
550,AL,551,Lillian,30.39724,-87.474452
551,AL,552,Lincoln,33.605913,-86.111152
552,AL,553,Linden,32.305343,-87.795358
553,AL,554,Lineville,33.328613,-85.734609
554,AL,555,Lisman,32.217722,-88.323419
555,AL,556,Little River,31.22459,-87.754796
556,AL,557,Livingston,32.588509,-88.173592
557,AL,558,Loachapoka,32.604167,-85.593333
558,AL,559,Lockhart,31.010278,-86.349722
559,AL,560,Locust Fork,33.9075,-86.615278
560,AL,561,Logan,34.184079,-87.038115
561,AL,562,Louisville,31.794262,-85.558062
562,AL,563,Lower Peach Tree,31.850365,-87.568224
563,AL,564,Lowndesboro,32.300292,-86.609868
564,AL,565,Loxley,30.617964,-87.75624
565,AL,566,Luverne,31.70739,-86.256601
566,AL,567,Lynn,34.052984,-87.539814
567,AL,568,Madison,34.6578,-86.8056
568,AL,569,Madison,34.7837,-86.7486
569,AL,570,Magnolia,32.141931,-87.699815
570,AL,571,Magnolia Springs,30.394497,-87.785781
571,AL,572,Malcolm,31.191111,-88.0075
572,AL,573,Malvern,31.157528,-85.522327
573,AL,574,Maplesville,32.804507,-86.871704
574,AL,575,Marbury,32.639373,-86.510138
575,AL,576,Margaret,33.686111,-86.475
576,AL,577,Marion,32.646301,-87.331437
577,AL,578,Marion Junction,32.426589,-87.270181
578,AL,579,Mathews,32.128288,-86.041262
579,AL,580,Maylene,33.231694,-86.872745
580,AL,581,Mc Calla,33.284546,-87.102379
581,AL,582,Mc Intosh,31.236108,-88.051102
582,AL,583,Mc Kenzie,31.54495,-86.735615
583,AL,584,Mc Shan,33.381667,-88.143333
584,AL,585,Mc Williams,31.845556,-87.088333
585,AL,586,Megargel,31.379722,-87.428333
586,AL,587,Melvin,31.930278,-88.458889
